"id","study","farm","plot","block","crop","type","original_coll_date","year","porewater_no3_mgl","porewater_drp_mgl","month","log_no3","log_drp"
126,"NREC-lys","ISU","201","2","WPC","S",2024-04-30,"2024",0.0749,0.0128,4,0.031368062885773,0.00552369267327985
127,"NREC-lys","ISU","201","2","WPC","L",2024-04-30,"2024",1.04,0.00998,4,0.309630167425899,0.0043127738067633
65,"NREC-lys","ISU","201","2","WPC","S",2025-04-03,"2025",34.3,0.05,4,1.54777470538782,0.0211892990699381
113,"NREC-lys","ISU","201","2","WPC","S",2025-04-21,"2025",28.1,0.25,4,1.46389298898591,0.0969100130080564
162,"NREC-lys","ISU","201","2","WPC","L",2025-05-02,"2025",4,1,5,0.698970004336019,0.301029995663981
12,"NREC-lys","ISU","303","3","WPC","S",2024-04-10,"2024",0.058,0.032,4,0.024485667699167,0.0136796972911926
13,"NREC-lys","ISU","303","3","WPC","L",2024-04-10,"2024",0.971,0.0148,4,0.294686624279443,0.00638045854969307
39,"NREC-lys","ISU","303","3","WPC","L",2024-04-20,"2024",0.134,0.00968,4,0.0546130545568877,0.00418375372860234
85,"NREC-lys","ISU","303","3","WPC","S",2024-04-24,"2024",0.0568,0.0207,4,0.0239928046064708,0.00889811477093958
86,"NREC-lys","ISU","303","3","WPC","L",2024-04-24,"2024",0.0937,0.0165,4,0.0388982121145326,0.00710738297405739
100,"NREC-lys","ISU","303","3","WPC","S",2024-04-30,"2024",0.0613,0.0147,4,0.0258381642297002,0.00633766037455095
101,"NREC-lys","ISU","303","3","WPC","L",2024-04-30,"2024",5.23,0.00949,4,0.79448804665917,0.00410202118324447
78,"NREC-lys","ISU","303","3","WPC","L",2025-04-03,"2025",34.2,0.05,4,1.54654266347813,0.0211892990699381
126,"NREC-lys","ISU","303","3","WPC","L",2025-04-21,"2025",30.9,0.05,4,1.50379068305718,0.0211892990699381
174,"NREC-lys","ISU","303","3","WPC","L",2025-05-02,"2025",30.9,0.05,5,1.50379068305718,0.0211892990699381
222,"NREC-lys","ISU","303","3","WPC","L",2025-05-21,"2025",51.6,0.05,5,1.72098574415374,0.0211892990699381
4,"NREC-lys","ISU","404","4","WPC","S",2024-04-10,"2024",0.0648,0.0293,4,0.0272680424666187,0.0125419727758358
33,"NREC-lys","ISU","404","4","WPC","S",2024-04-20,"2024",0.3228,0.02732,4,0.121494186241665,0.0117057430981671
77,"NREC-lys","ISU","404","4","WPC","S",2024-04-24,"2024",0.0752,0.03496,4,0.03148925570975,0.0149235651407904
113,"NREC-lys","ISU","404","4","WPC","S",2024-04-30,"2024",0.123,0.0175,4,0.0503797562614578,0.00753441789725768
89,"NREC-lys","ISU","404","4","WPC","S",2025-04-03,"2025",55.2,0.05,4,1.74973631556906,0.0211892990699381
185,"NREC-lys","ISU","404","4","WPC","S",2025-05-02,"2025",29.6,0.05,5,1.48572142648158,0.0211892990699381
233,"NREC-lys","ISU","404","4","WPC","S",2025-05-21,"2025",28.8,0.25,5,1.47421626407626,0.0969100130080564
177,"NREC-lys","WIU","6","1","AR","S",2024-04-02,"2024",1.96,0.00875,4,0.471291711058939,0.00378354773012685
178,"NREC-lys","WIU","6","1","AR","L",2024-04-02,"2024",2.34,0.0137,4,0.523746466811564,0.00590944649455877
221,"NREC-lys","WIU","6","1","AR","S",2024-04-27,"2024",2.41,0.0119,4,0.532754378992498,0.0051375959088639
222,"NREC-lys","WIU","6","1","AR","L",2024-04-27,"2024",4.69,0.00902,4,0.755112266395071,0.00389977456550822
297,"NREC-lys","WIU","6","1","AR","S",2025-04-03,"2025",26.8,0.05,4,1.44404479591808,0.0211892990699381
298,"NREC-lys","WIU","6","1","AR","L",2025-04-03,"2025",11.6,0.05,4,1.10037054511756,0.0211892990699381
188,"NREC-lys","WIU","12","2","AR","L",2024-04-02,"2024",3.55,0.0186,4,0.658011396657112,0.00800367184015935
230,"NREC-lys","WIU","12","2","AR","S",2024-04-27,"2024",2.99,0.0101,4,0.600972895686748,0.00436437110775103
231,"NREC-lys","WIU","12","2","AR","L",2024-04-27,"2024",4.26,0.0118,4,0.720985744153739,0.00509467507254857
309,"NREC-lys","WIU","12","2","AR","S",2025-04-03,"2025",34.5,0.05,4,1.55022835305509,0.0211892990699381
357,"NREC-lys","WIU","12","2","AR","S",2025-05-21,"2025",6.7,0.05,5,0.886490725172482,0.0211892990699381
149,"NREC-lys","WIU","15","3","AR","S",2024-04-02,"2024",3.07,0.0197,4,0.60959440922522,0.00847241930272214
150,"NREC-lys","WIU","15","3","AR","L",2024-04-02,"2024",6.87,0.0132,4,0.895974732359065,0.0056951811185104
193,"NREC-lys","WIU","15","3","AR","S",2024-04-27,"2024",7.64,0.00941,4,0.936513742478893,0.00406760287766174
194,"NREC-lys","WIU","15","3","AR","L",2024-04-27,"2024",8.19,0.00663,4,0.963315511386111,0.00286986927621084
322,"NREC-lys","WIU","15","3","AR","L",2025-04-03,"2025",3.5,0.05,4,0.653212513775344,0.0211892990699381
370,"NREC-lys","WIU","15","3","AR","L",2025-05-21,"2025",2,0.5,5,0.477121254719662,0.176091259055681
159,"NREC-lys","WIU","21","4","AR","S",2024-04-02,"2024",8.43,0.0152,4,0.974511692737328,0.00655160908664841
160,"NREC-lys","WIU","21","4","AR","L",2024-04-02,"2024",7.56,0.0126,4,0.932473764677153,0.00543792305082211
204,"NREC-lys","WIU","21","4","AR","S",2024-04-27,"2024",1.76,0.0182,4,0.440909082065218,0.00783309270131943
205,"NREC-lys","WIU","21","4","AR","L",2024-04-27,"2024",7.4,0.0122,4,0.924279286061882,0.00526633297276884
334,"NREC-lys","WIU","21","4","AR","L",2025-04-03,"2025",4,0.5,4,0.698970004336019,0.176091259055681
382,"NREC-lys","WIU","21","4","AR","L",2025-05-21,"2025",2,0.5,5,0.477121254719662,0.176091259055681
175,"NREC-lys","WIU","5","1","CR","S",2024-04-02,"2024",0.86,0.0186,4,0.269512944217916,0.00800367184015935
176,"NREC-lys","WIU","5","1","CR","L",2024-04-02,"2024",8.91,0.00999,4,0.996073654485275,0.00431707381599017
219,"NREC-lys","WIU","5","1","CR","S",2024-04-27,"2024",0.11,0.0129,4,0.0453229787866575,0.00556657113329426
220,"NREC-lys","WIU","5","1","CR","L",2024-04-27,"2024",1.32,0.00773,4,0.3654879848909,0.00334418764788201
295,"NREC-lys","WIU","5","1","CR","S",2025-04-03,"2025",0.2,0.05,4,0.0791812460476248,0.0211892990699381
296,"NREC-lys","WIU","5","1","CR","L",2025-04-03,"2025",6,0.05,4,0.845098040014257,0.0211892990699381
343,"NREC-lys","WIU","5","1","CR","S",2025-05-21,"2025",0.2,0.05,5,0.0791812460476248,0.0211892990699381
181,"NREC-lys","WIU","8","2","CR","S",2024-04-02,"2024",0.871,0.0186,4,0.27207378750001,0.00800367184015935
182,"NREC-lys","WIU","8","2","CR","L",2024-04-02,"2024",12.6,0.0106,4,1.13353890837022,0.00457929390221166
225,"NREC-lys","WIU","8","2","CR","L",2024-04-27,"2024",3.59,0.00986,4,0.661812685537261,0.00426117037491746
355,"NREC-lys","WIU","8","2","CR","S",2025-05-21,"2025",0.2,0.05,5,0.0791812460476248,0.0211892990699381
151,"NREC-lys","WIU","16","3","CR","S",2024-04-02,"2024",0.285,0.00854,4,0.108903127667313,0.00369312757087444
195,"NREC-lys","WIU","16","3","CR","S",2024-04-27,"2024",0.105,0.00775,4,0.0433622780211295,0.00335280682508874
196,"NREC-lys","WIU","16","3","CR","L",2024-04-27,"2024",0.142,0.01,4,0.0576661039098292,0.00432137378264258
319,"NREC-lys","WIU","16","3","CR","S",2025-04-03,"2025",0.2,0.05,4,0.0791812460476248,0.0211892990699381
161,"NREC-lys","WIU","22","4","CR","S",2024-04-02,"2024",0.761,0.0199,4,0.245759355967277,0.00855759178424699
162,"NREC-lys","WIU","22","4","CR","L",2024-04-02,"2024",3.18,0.0161,4,0.621176281775035,0.00693645136429274
206,"NREC-lys","WIU","22","4","CR","S",2024-04-27,"2024",0.179,0.0108,4,0.0715138050950892,0.00466523324787711
207,"NREC-lys","WIU","22","4","CR","L",2024-04-27,"2024",0.233,0.00894,4,0.0909630765957317,0.00386534022729488
332,"NREC-lys","WIU","22","4","CR","L",2025-04-03,"2025",0.5,0.05,4,0.176091259055681,0.0211892990699381
167,"NREC-lys","WIU","1","1","F","S",2024-04-02,"2024",5.97,0.0202,4,0.843232778098009,0.00868531919516811
168,"NREC-lys","WIU","1","1","F","L",2024-04-02,"2024",13.36,0.01108,4,1.15715443990628,0.00478551976904583
212,"NREC-lys","WIU","1","1","F","S",2024-04-27,"2024",1.27,0.0131,4,0.356025857193123,0.00565231535507401
289,"NREC-lys","WIU","1","1","F","S",2025-04-03,"2025",12.3,0.05,4,1.12385164096709,0.0211892990699381
186,"NREC-lys","WIU","11","2","F","S",2024-04-02,"2024",11.7,0.0136,4,1.10380372095596,0.00586660187538495
187,"NREC-lys","WIU","11","2","F","L",2024-04-02,"2024",5.85,0.0518,4,0.835690571492426,0.0219331664774386
229,"NREC-lys","WIU","11","2","F","L",2024-04-27,"2024",1.96,0.0105,4,0.471291711058939,0.00453631785132278
152,"NREC-lys","WIU","17","3","F","S",2024-04-02,"2024",7.576,0.08,4,0.933284772348695,0.0334237554869497
197,"NREC-lys","WIU","17","3","F","S",2024-04-27,"2024",3.44,0.0194,4,0.64738297011462,0.00834462925268928
314,"NREC-lys","WIU","17","3","F","L",2025-04-03,"2025",7,0.5,4,0.903089986991944,0.176091259055681
155,"NREC-lys","WIU","19","4","F","S",2024-04-02,"2024",4.73,0.0245,4,0.75815462196739,0.0105119627372138
156,"NREC-lys","WIU","19","4","F","L",2024-04-02,"2024",11.4,0.0105,4,1.09342168516224,0.00453631785132278
200,"NREC-lys","WIU","19","4","F","S",2024-04-27,"2024",6.2,0.0121,4,0.857332496431269,0.00522342485813598
201,"NREC-lys","WIU","19","4","F","L",2024-04-27,"2024",9.82,0.0163,4,1.03422726077055,0.00702192557868067
325,"NREC-lys","WIU","19","4","F","S",2025-04-03,"2025",34.8,0.05,4,1.55388302664387,0.0211892990699381
173,"NREC-lys","WIU","4","1","GPC","S",2024-04-02,"2024",4.79,0.00725,4,0.762678563727436,0.00313727606041539
174,"NREC-lys","WIU","4","1","GPC","L",2024-04-02,"2024",5.01,0.0139,4,0.77887447200274,0.00599512305469129
217,"NREC-lys","WIU","4","1","GPC","S",2024-04-27,"2024",0.299,0.00844,4,0.113609151073028,0.00365006373461835
218,"NREC-lys","WIU","4","1","GPC","L",2024-04-27,"2024",5.63,0.00949,4,0.821513528404773,0.00410202118324447
299,"NREC-lys","WIU","4","1","GPC","S",2025-04-03,"2025",20.8,0.05,4,1.3384564936046,0.0211892990699381
184,"NREC-lys","WIU","10","2","GPC","S",2024-04-02,"2024",2.82,0.013,4,0.582063362911709,0.00560944536028039
185,"NREC-lys","WIU","10","2","GPC","L",2024-04-02,"2024",18.2,0.0244,4,1.28330122870355,0.0104695697963921
227,"NREC-lys","WIU","10","2","GPC","S",2024-04-27,"2024",9.88,0.0128,4,1.03662889536216,0.00552369267327985
228,"NREC-lys","WIU","10","2","GPC","L",2024-04-27,"2024",7.76,0.0271,4,0.942504106168081,0.0116127292194238
311,"NREC-lys","WIU","10","2","GPC","S",2025-04-03,"2025",14,0.05,4,1.17609125905568,0.0211892990699381
312,"NREC-lys","WIU","10","2","GPC","L",2025-04-03,"2025",7.4,0.05,4,0.924279286061882,0.0211892990699381
360,"NREC-lys","WIU","10","2","GPC","L",2025-05-21,"2025",10,0.05,5,1.04139268515823,0.0211892990699381
145,"NREC-lys","WIU","10","3","GPC","S",2024-04-02,"2024",1.74,0.0118,4,0.437750562820388,0.00509467507254857
146,"NREC-lys","WIU","13","3","GPC","L",2024-04-02,"2024",5.2,0.01096,4,0.792391689498254,0.00473397248225671
189,"NREC-lys","WIU","13","3","GPC","S",2024-04-27,"2024",0.851,0.00983,4,0.267406418752904,0.00424826855883871
190,"NREC-lys","WIU","13","3","GPC","L",2024-04-27,"2024",5.84,0.02368,4,0.835056101720116,0.010164218404013
323,"NREC-lys","WIU","13","3","GPC","S",2025-04-03,"2025",19.2,0.05,4,1.30535136944662,0.0211892990699381
324,"NREC-lys","WIU","13","3","GPC","L",2025-04-03,"2025",9,0.5,4,1,0.176091259055681
163,"NREC-lys","WIU","23","4","GPC","S",2024-04-02,"2024",14.32,0.0928,4,1.18525876529659,0.0385406863374573
164,"NREC-lys","WIU","23","4","GPC","L",2024-04-02,"2024",10,0.0127,4,1.04139268515823,0.0054808099794012
208,"NREC-lys","WIU","23","4","GPC","S",2024-04-27,"2024",10.2,0.0113,4,1.04921802267018,0.0048800072406344
209,"NREC-lys","WIU","23","4","GPC","L",2024-04-27,"2024",8.86,0.01516,4,0.993876914941211,0.00653449706781589
169,"NREC-lys","WIU","2","1","PCRO","S",2024-04-02,"2024",10.9,0.0137,4,1.07554696139253,0.00590944649455877
170,"NREC-lys","WIU","2","1","PCRO","L",2024-04-02,"2024",4,0.0191,4,0.698970004336019,0.00821680158969035
213,"NREC-lys","WIU","2","1","PCRO","S",2024-04-27,"2024",5.85,0.0138,4,0.835690571492426,0.00595228688738298
214,"NREC-lys","WIU","2","1","PCRO","L",2024-04-27,"2024",6.49,0.0139,4,0.874481817699467,0.00599512305469129
291,"NREC-lys","WIU","2","1","PCRO","S",2025-04-03,"2025",29,0.05,4,1.47712125471966,0.0211892990699381
292,"NREC-lys","WIU","2","1","PCRO","L",2025-04-03,"2025",11.4,0.05,4,1.09342168516224,0.0211892990699381
183,"NREC-lys","WIU","9","2","PCRO","L",2024-04-02,"2024",10.2,0.0146,4,1.04921802267018,0.00629485798138536
226,"NREC-lys","WIU","9","2","PCRO","L",2024-04-27,"2024",9.05,0.00991,4,1.00216606175651,0.00428267255001625
303,"NREC-lys","WIU","9","2","PCRO","S",2025-04-03,"2025",25.4,0.05,4,1.42160392686983,0.0211892990699381
304,"NREC-lys","WIU","9","2","PCRO","L",2025-04-03,"2025",4.9,0.05,4,0.770852011642144,0.0211892990699381
351,"NREC-lys","WIU","9","2","PCRO","S",2025-05-21,"2025",13.9,0.05,5,1.17318626841227,0.0211892990699381
352,"NREC-lys","WIU","9","2","PCRO","L",2025-05-21,"2025",6.4,0.05,5,0.869231719730976,0.0211892990699381
153,"NREC-lys","WIU","18","3","PCRO","S",2024-04-02,"2024",3.27,0.00881,4,0.630427875025024,0.0038093786039763
154,"NREC-lys","WIU","18","3","PCRO","L",2024-04-02,"2024",3.69,0.0531,4,0.671172842715083,0.0224696127677693
198,"NREC-lys","WIU","18","3","PCRO","S",2024-04-27,"2024",8.64,0.01812,4,0.984077033902831,0.00779896883221224
199,"NREC-lys","WIU","18","3","PCRO","L",2024-04-27,"2024",4.83,0.0137,4,0.765668554759014,0.00590944649455877
315,"NREC-lys","WIU","18","3","PCRO","S",2025-04-03,"2025",11.5,0.05,4,1.09691001300806,0.0211892990699381
165,"NREC-lys","WIU","24","4","PCRO","S",2024-04-02,"2024",12.88,0.124,4,1.14238946611884,0.0507663112330423
166,"NREC-lys","WIU","24","4","PCRO","L",2024-04-02,"2024",2.42,0.0111,4,0.534026106056135,0.00479411038871213
210,"NREC-lys","WIU","24","4","PCRO","S",2024-04-27,"2024",5.93,0.0114,4,0.840733234611807,0.00492294929652573
211,"NREC-lys","WIU","24","4","PCRO","L",2024-04-27,"2024",3.2,0.0101,4,0.6232492903979,0.00436437110775103
328,"NREC-lys","WIU","24","4","PCRO","L",2025-04-03,"2025",7.6,0.05,4,0.934498451243568,0.0211892990699381
376,"NREC-lys","WIU","24","4","PCRO","L",2025-05-21,"2025",2,0.05,5,0.477121254719662,0.0211892990699381
171,"NREC-lys","WIU","3","1","WPC","S",2024-04-02,"2024",4.58,0.0104,4,0.746634198937579,0.00449333754727432
172,"NREC-lys","WIU","3","1","WPC","L",2024-04-02,"2024",15.74,0.0127,4,1.22375545365724,0.0054808099794012
215,"NREC-lys","WIU","3","1","WPC","S",2024-04-27,"2024",2.78,0.00858,4,0.577491799837225,0.00371035190981156
216,"NREC-lys","WIU","3","1","WPC","L",2024-04-27,"2024",16.46,0.01152,4,1.24204423936955,0.00497447415948569
293,"NREC-lys","WIU","3","1","WPC","S",2025-04-03,"2025",28.8,0.05,4,1.47421626407626,0.0211892990699381
294,"NREC-lys","WIU","3","1","WPC","L",2025-04-03,"2025",6.1,0.05,4,0.851258348719075,0.0211892990699381
342,"NREC-lys","WIU","3","1","WPC","L",2025-05-21,"2025",1.4,0.05,5,0.380211241711606,0.0211892990699381
179,"NREC-lys","WIU","7","2","WPC","S",2024-04-02,"2024",4.41,0.0122,4,0.733197265106569,0.00526633297276884
180,"NREC-lys","WIU","7","2","WPC","L",2024-04-02,"2024",6.61,0.00947,4,0.881384656770573,0.00409341686256619
223,"NREC-lys","WIU","7","2","WPC","S",2024-04-27,"2024",0.212,0.0119,4,0.0835026198302674,0.0051375959088639
224,"NREC-lys","WIU","7","2","WPC","L",2024-04-27,"2024",5.52,0.0086,4,0.81424759573192,0.0037189638231146
306,"NREC-lys","WIU","7","2","WPC","L",2025-04-03,"2025",5.7,0.05,4,0.826074802700826,0.0211892990699381
354,"NREC-lys","WIU","7","2","WPC","L",2025-05-21,"2025",8.4,0.05,5,0.973127853599699,0.0211892990699381
147,"NREC-lys","WIU","14","3","WPC","S",2024-04-02,"2024",2.54,0.015,4,0.549003262025788,0.00646604224923168
148,"NREC-lys","WIU","14","3","WPC","L",2024-04-02,"2024",7.54,0.01448,4,0.931457870689005,0.00624348954062491
191,"NREC-lys","WIU","14","3","WPC","S",2024-04-27,"2024",6.23,0.00894,4,0.859138297294531,0.00386534022729488
192,"NREC-lys","WIU","14","3","WPC","L",2024-04-27,"2024",7.04,0.01196,4,0.905256048748451,0.00516334637472795
317,"NREC-lys","WIU","14","3","WPC","S",2025-04-03,"2025",16.2,0.05,4,1.23552844690755,0.0211892990699381
157,"NREC-lys","WIU","20","4","WPC","L",2024-04-02,"2024",7,0.0109,4,0.903089986991944,0.00470819654433627
158,"NREC-lys","WIU","20","4","WPC","S",2024-04-02,"2024",10.88,0.07248,4,1.07481644064517,0.030389202049651
202,"NREC-lys","WIU","20","4","WPC","S",2024-04-27,"2024",11.1,0.0145,4,1.08278537031645,0.00625205136936477
203,"NREC-lys","WIU","20","4","WPC","L",2024-04-27,"2024",3.12,0.00783,4,0.614897216033135,0.00338728182342227
329,"NREC-lys","WIU","20","4","WPC","S",2025-04-03,"2025",12.3,0.05,4,1.12385164096709,0.0211892990699381
